"STATISTIC Label","Year","Age Group","Sex","Inward or Outward Flow","UNIT","VALUE"
"Estimated Migration (Persons in April)","2001","25 - 44 years","Male","Immigrants: All origins","Thousand","16.3"
"Estimated Migration (Persons in April)","2001","25 - 44 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","25 - 44 years","Female","Emigrants: All destinations","Thousand","2"
"Estimated Migration (Persons in April)","2001","25 - 44 years","Female","Immigrants: All origins","Thousand","13.2"
"Estimated Migration (Persons in April)","2001","45 - 64 years","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","0"
"Estimated Migration (Persons in April)","2001","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","4.3"
"Estimated Migration (Persons in April)","2001","45 - 64 years","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","45 - 64 years","Male","Emigrants: All destinations","Thousand","0"
"Estimated Migration (Persons in April)","2001","45 - 64 years","Male","Immigrants: All origins","Thousand","2.5"
"Estimated Migration (Persons in April)","2001","45 - 64 years","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","45 - 64 years","Female","Emigrants: All destinations","Thousand","0"
"Estimated Migration (Persons in April)","2001","45 - 64 years","Female","Immigrants: All origins","Thousand","1.8"
"Estimated Migration (Persons in April)","2001","65 years and over","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","65 years and over","Both sexes","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","2001","65 years and over","Both sexes","Immigrants: All origins","Thousand","0.8"
"Estimated Migration (Persons in April)","2001","65 years and over","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","65 years and over","Male","Emigrants: All destinations","Thousand","0.4"
"Estimated Migration (Persons in April)","2001","65 years and over","Male","Immigrants: All origins","Thousand","0.5"
"Estimated Migration (Persons in April)","2001","65 years and over","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","2001","65 years and over","Female","Emigrants: All destinations","Thousand","0.3"
"Estimated Migration (Persons in April)","2001","65 years and over","Female","Immigrants: All origins","Thousand","0.3"
"Estimated Migration (Persons in April)","2002","All ages","Both sexes","Net migration","Thousand","41.3"
"Estimated Migration (Persons in April)","2002","All ages","Both sexes","Emigrants: All destinations","Thousand","25.6"
"Estimated Migration (Persons in April)","2002","All ages","Both sexes","Immigrants: All origins","Thousand","66.9"
"Estimated Migration (Persons in April)","2002","All ages","Male","Net migration","Thousand","18.6"
"Estimated Migration (Persons in April)","2002","All ages","Male","Emigrants: All destinations","Thousand","12.7"
"Estimated Migration (Persons in April)","2002","All ages","Male","Immigrants: All origins","Thousand","31.3"
"Estimated Migration (Persons in April)","2002","All ages","Female","Net migration","Thousand","22.7"
"Estimated Migration (Persons in April)","2002","All ages","Female","Emigrants: All destinations","Thousand","12.9"
"Estimated Migration (Persons in April)","2002","All ages","Female","Immigrants: All origins","Thousand","35.6"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Both sexes","Net migration","Thousand","4.5"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","2.5"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","7"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Male","Net migration","Thousand","2"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Male","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Male","Immigrants: All origins","Thousand","3.2"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Female","Net migration","Thousand","2.6"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Female","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","2002","0 - 14 years","Female","Immigrants: All origins","Thousand","3.8"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Both sexes","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","18.7"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","19.8"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Male","Net migration","Thousand","-1"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Male","Emigrants: All destinations","Thousand","9"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Male","Immigrants: All origins","Thousand","8"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Female","Net migration","Thousand","2"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Female","Emigrants: All destinations","Thousand","9.8"
"Estimated Migration (Persons in April)","2002","15 - 24 years","Female","Immigrants: All origins","Thousand","11.8"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Both sexes","Net migration","Thousand","32.1"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","35.2"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Male","Net migration","Thousand","15.8"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Male","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Male","Immigrants: All origins","Thousand","17.5"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Female","Net migration","Thousand","16.3"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Female","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","2002","25 - 44 years","Female","Immigrants: All origins","Thousand","17.7"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Both sexes","Net migration","Thousand","4.1"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","0.1"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Male","Net migration","Thousand","2.3"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Male","Emigrants: All destinations","Thousand","0"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Male","Immigrants: All origins","Thousand","2.3"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Female","Net migration","Thousand","1.8"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Female","Emigrants: All destinations","Thousand","0.1"
"Estimated Migration (Persons in April)","2002","45 - 64 years","Female","Immigrants: All origins","Thousand","1.9"
"Estimated Migration (Persons in April)","2002","65 years and over","Both sexes","Net migration","Thousand","-0.4"
"Estimated Migration (Persons in April)","2002","65 years and over","Both sexes","Emigrants: All destinations","Thousand","1.2"
"Estimated Migration (Persons in April)","2002","65 years and over","Both sexes","Immigrants: All origins","Thousand","0.8"
"Estimated Migration (Persons in April)","2002","65 years and over","Male","Net migration","Thousand","-0.5"
"Estimated Migration (Persons in April)","2002","65 years and over","Male","Emigrants: All destinations","Thousand","0.8"
"Estimated Migration (Persons in April)","2002","65 years and over","Male","Immigrants: All origins","Thousand","0.3"
"Estimated Migration (Persons in April)","2002","65 years and over","Female","Net migration","Thousand","0.1"
"Estimated Migration (Persons in April)","2002","65 years and over","Female","Emigrants: All destinations","Thousand","0.4"
"Estimated Migration (Persons in April)","2002","65 years and over","Female","Immigrants: All origins","Thousand","0.5"
"Estimated Migration (Persons in April)","2003","All ages","Both sexes","Net migration","Thousand","30.7"
"Estimated Migration (Persons in April)","2003","All ages","Both sexes","Emigrants: All destinations","Thousand","29.3"
"Estimated Migration (Persons in April)","2003","All ages","Both sexes","Immigrants: All origins","Thousand","60"
"Estimated Migration (Persons in April)","2003","All ages","Male","Net migration","Thousand","14.5"
"Estimated Migration (Persons in April)","2003","All ages","Male","Emigrants: All destinations","Thousand","17"
"Estimated Migration (Persons in April)","2003","All ages","Male","Immigrants: All origins","Thousand","31.4"
"Estimated Migration (Persons in April)","2003","All ages","Female","Net migration","Thousand","16.3"
"Estimated Migration (Persons in April)","2003","All ages","Female","Emigrants: All destinations","Thousand","12.3"
"Estimated Migration (Persons in April)","2003","All ages","Female","Immigrants: All origins","Thousand","28.6"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Both sexes","Net migration","Thousand","6.4"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","0.9"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","7.3"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Male","Net migration","Thousand","2.9"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Male","Emigrants: All destinations","Thousand","0.7"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Male","Immigrants: All origins","Thousand","3.6"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Female","Net migration","Thousand","3.5"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Female","Emigrants: All destinations","Thousand","0.2"
"Estimated Migration (Persons in April)","2003","0 - 14 years","Female","Immigrants: All origins","Thousand","3.7"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Both sexes","Net migration","Thousand","0.5"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","17"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","17.5"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Male","Net migration","Thousand","-1.5"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Male","Emigrants: All destinations","Thousand","9.3"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Male","Immigrants: All origins","Thousand","7.8"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Female","Net migration","Thousand","2.1"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Female","Emigrants: All destinations","Thousand","7.7"
"Estimated Migration (Persons in April)","2003","15 - 24 years","Female","Immigrants: All origins","Thousand","9.8"
